,SurveyType,SurveyYear,Location,Indicator,Mean_value
4331,DHS,1992,Butare,Demand for family planning satisfied by modern methods,13.7
4332,DHS,1992,Butare,Fully vaccinated (8 basic antigens),87.5
4333,DHS,1992,Butare,General fertility rate,155.0
4334,DHS,1992,Butare,Households with electricity,1.6
4335,DHS,1992,Butare,Infant mortality rate,108.0
4336,DHS,1992,Butare,Married women currently using any method of contraception,15.1
4337,DHS,1992,Butare,Married women currently using any modern method of contraception,7.7
4338,DHS,1992,Butare,Mean ideal number of children for all women,4.3
4339,DHS,1992,Butare,Measles vaccination received,91.7
4340,DHS,1992,Butare,Median age at first birth for women age 25-49,22.1
4341,DHS,1992,Butare,"Median age at first marriage [Men]: 25-49(54,59)",23.2
4342,DHS,1992,Butare,Median age at first marriage [Women]: 25-49,20.7
4343,DHS,1992,Butare,Median age at first sexual intercourse [Women]: 25-49,20.4
4344,DHS,1992,Butare,Median duration of any breastfeeding,31.8
4345,DHS,1992,Butare,Median duration of exclusive breastfeeding,6.0
4346,DHS,1992,Butare,Median duration of predominant breastfeeding,6.0
4347,DHS,1992,Butare,Men with no education,20.5
4348,DHS,1992,Butare,Men with secondary or higher education,4.9
4349,DHS,1992,Butare,Neonatal mortality rate,56.0
4350,DHS,1992,Butare,Place of delivery: Health facility,31.533333333333335
4351,DHS,1992,Butare,Polio 3 vaccination received,87.5
4352,DHS,1992,Butare,Population using an improved water source,12.8
4353,DHS,1992,Butare,Population with an improved sanitation facility,1.3
4354,DHS,1992,Butare,Postneonatal mortality rate,51.0
4355,DHS,1992,Butare,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",15.0
4356,DHS,1992,Butare,Total fertility rate 15-49,4.8
4357,DHS,1992,Butare,Total wanted fertility rate,3.6
4358,DHS,1992,Butare,Treatment of diarrhea: Either ORS or RHF,28.35
4359,DHS,1992,Butare,Under-five mortality rate,192.0
4360,DHS,1992,Butare,Unmet need for family planning,41.1
4361,DHS,1992,Butare,Women who want no more children,33.55714285714286
4362,DHS,1992,Butare,Women with no education,30.9
4363,DHS,1992,Butare,Women with secondary or higher education,9.4
4364,DHS,1992,Butare/Gitarama,Antenatal care from a skilled provider,93.60000000000001
4365,DHS,1992,Butare/Gitarama,Antenatal visits for pregnancy: 4+ visits,11.466666666666667
4366,DHS,1992,Butare/Gitarama,Assistance during delivery from a skilled provider,34.2
4367,DHS,1992,Butare/Gitarama,BCG vaccination received,96.6
4368,DHS,1992,Butare/Gitarama,Child mortality rate,70.0
4369,DHS,1992,Butare/Gitarama,Children stunted,55.6
4370,DHS,1992,Butare/Gitarama,Children underweight,27.0
4371,DHS,1992,Butare/Gitarama,Children wasted,4.0
4372,DHS,1992,Butare/Gitarama,Children with ARI for whom advice or treatment was sought,41.400000000000006
4373,DHS,1992,Butare/Gitarama,Children with diarrhea,24.35
4374,DHS,1992,Butare/Gitarama,Children with fever for whom advice or treatment was sought,42.65
4375,DHS,1992,Butare/Gitarama,Children with fever in the last two weeks,46.05
4376,DHS,1992,Butare/Gitarama,Children with symptoms of ARI,33.55
4377,DHS,1992,Butare/Gitarama,DPT 3 vaccination received,89.2
4378,DHS,1992,Butare/Gitarama,Delivery by cesarean section,2.033333333333333
4379,DHS,1992,Butare/Gitarama,Demand for family planning satisfied,32.4
4380,DHS,1992,Butare/Gitarama,Demand for family planning satisfied by modern methods,15.7
4381,DHS,1992,Butare/Gitarama,Fully vaccinated (8 basic antigens),88.1
4382,DHS,1992,Butare/Gitarama,General fertility rate,167.0
4383,DHS,1992,Butare/Gitarama,Households with electricity,1.6
4384,DHS,1992,Butare/Gitarama,Infant mortality rate,98.0
4385,DHS,1992,Butare/Gitarama,Married women currently using any method of contraception,19.3
4386,DHS,1992,Butare/Gitarama,Married women currently using any modern method of contraception,9.3
4387,DHS,1992,Butare/Gitarama,Mean ideal number of children for all women,4.1
4388,DHS,1992,Butare/Gitarama,Measles vaccination received,92.6
4389,DHS,1992,Butare/Gitarama,Median age at first birth for women age 25-49,21.7
4390,DHS,1992,Butare/Gitarama,"Median age at first marriage [Men]: 25-49(54,59)",23.7
4391,DHS,1992,Butare/Gitarama,Median age at first marriage [Women]: 25-49,20.4
4392,DHS,1992,Butare/Gitarama,Median age at first sexual intercourse [Women]: 25-49,20.2
4393,DHS,1992,Butare/Gitarama,Median duration of any breastfeeding,31.0
4394,DHS,1992,Butare/Gitarama,Median duration of exclusive breastfeeding,6.0
4395,DHS,1992,Butare/Gitarama,Median duration of predominant breastfeeding,6.0
4396,DHS,1992,Butare/Gitarama,Men with no education,19.1
4397,DHS,1992,Butare/Gitarama,Men with secondary or higher education,6.6
4398,DHS,1992,Butare/Gitarama,Neonatal mortality rate,52.0
4399,DHS,1992,Butare/Gitarama,Place of delivery: Health facility,33.73333333333333
4400,DHS,1992,Butare/Gitarama,Polio 3 vaccination received,89.2
4401,DHS,1992,Butare/Gitarama,Population using an improved water source,10.0
4402,DHS,1992,Butare/Gitarama,Population with an improved sanitation facility,0.9
4403,DHS,1992,Butare/Gitarama,Postneonatal mortality rate,46.0
4404,DHS,1992,Butare/Gitarama,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",12.1
4405,DHS,1992,Butare/Gitarama,Total fertility rate 15-49,5.2
4406,DHS,1992,Butare/Gitarama,Total wanted fertility rate,3.6
4407,DHS,1992,Butare/Gitarama,Treatment of diarrhea: Either ORS or RHF,31.549999999999997
4408,DHS,1992,Butare/Gitarama,Under-five mortality rate,161.0
4409,DHS,1992,Butare/Gitarama,Unmet need for family planning,40.3
4410,DHS,1992,Butare/Gitarama,Women who want no more children,32.962500000000006
4411,DHS,1992,Butare/Gitarama,Women with no education,29.4
4412,DHS,1992,Butare/Gitarama,Women with secondary or higher education,9.1
4413,DHS,1992,Byumba,Antenatal care from a skilled provider,94.5
4414,DHS,1992,Byumba,Antenatal visits for pregnancy: 4+ visits,10.533333333333333
4415,DHS,1992,Byumba,Assistance during delivery from a skilled provider,23.900000000000002
4416,DHS,1992,Byumba,BCG vaccination received,97.4
4417,DHS,1992,Byumba,Child mortality rate,108.0
4418,DHS,1992,Byumba,Children stunted,66.1
4419,DHS,1992,Byumba,Children underweight,31.3
4420,DHS,1992,Byumba,Children wasted,5.5
4421,DHS,1992,Byumba,Children with ARI for whom advice or treatment was sought,43.45
4422,DHS,1992,Byumba,Children with diarrhea,32.3
4423,DHS,1992,Byumba,Children with fever for whom advice or treatment was sought,44.05
4424,DHS,1992,Byumba,Children with fever in the last two weeks,44.3
4425,DHS,1992,Byumba,Children with symptoms of ARI,28.25
4426,DHS,1992,Byumba,DPT 3 vaccination received,93.4
4427,DHS,1992,Byumba,Delivery by cesarean section,1.8333333333333333
4428,DHS,1992,Byumba,Demand for family planning satisfied,45.1
4429,DHS,1992,Byumba,Demand for family planning satisfied by modern methods,32.1
4430,DHS,1992,Byumba,Fully vaccinated (8 basic antigens),87.7
4431,DHS,1992,Byumba,General fertility rate,206.0
4432,DHS,1992,Byumba,Households with electricity,0.9
4433,DHS,1992,Byumba,Infant mortality rate,101.0
4434,DHS,1992,Byumba,Married women currently using any method of contraception,25.4
4435,DHS,1992,Byumba,Married women currently using any modern method of contraception,18.0
4436,DHS,1992,Byumba,Mean ideal number of children for all women,3.9
4437,DHS,1992,Byumba,Measles vaccination received,93.0
4438,DHS,1992,Byumba,Median age at first birth for women age 25-49,21.3
4439,DHS,1992,Byumba,"Median age at first marriage [Men]: 25-49(54,59)",23.6
4440,DHS,1992,Byumba,Median age at first marriage [Women]: 25-49,20.1
4441,DHS,1992,Byumba,Median age at first sexual intercourse [Women]: 25-49,19.5
4442,DHS,1992,Byumba,Median duration of any breastfeeding,27.2
4443,DHS,1992,Byumba,Median duration of exclusive breastfeeding,5.5
4444,DHS,1992,Byumba,Median duration of predominant breastfeeding,5.5
4445,DHS,1992,Byumba,Men with no education,25.7
4446,DHS,1992,Byumba,Men with secondary or higher education,8.0
4447,DHS,1992,Byumba,Neonatal mortality rate,52.0
4448,DHS,1992,Byumba,Place of delivery: Health facility,23.866666666666664
4449,DHS,1992,Byumba,Polio 3 vaccination received,93.4
4450,DHS,1992,Byumba,Population using an improved water source,29.0
4451,DHS,1992,Byumba,Population with an improved sanitation facility,0.2
4452,DHS,1992,Byumba,Postneonatal mortality rate,49.0
4453,DHS,1992,Byumba,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",11.6
4454,DHS,1992,Byumba,Total fertility rate 15-49,6.2
4455,DHS,1992,Byumba,Total wanted fertility rate,4.3
4456,DHS,1992,Byumba,Treatment of diarrhea: Either ORS or RHF,35.6
4457,DHS,1992,Byumba,Under-five mortality rate,198.0
4458,DHS,1992,Byumba,Unmet need for family planning,30.9
4459,DHS,1992,Byumba,Women who want no more children,42.385714285714286
4460,DHS,1992,Byumba,Women with no education,38.0
4461,DHS,1992,Byumba,Women with secondary or higher education,6.6
4462,DHS,1992,Byumba/Kibungo,Antenatal care from a skilled provider,94.26666666666667
4463,DHS,1992,Byumba/Kibungo,Antenatal visits for pregnancy: 4+ visits,8.666666666666666
4464,DHS,1992,Byumba/Kibungo,Assistance during delivery from a skilled provider,18.533333333333335
4465,DHS,1992,Byumba/Kibungo,BCG vaccination received,95.9
4466,DHS,1992,Byumba/Kibungo,Child mortality rate,101.0
4467,DHS,1992,Byumba/Kibungo,Children stunted,61.8
4468,DHS,1992,Byumba/Kibungo,Children underweight,27.6
4469,DHS,1992,Byumba/Kibungo,Children wasted,6.8
4470,DHS,1992,Byumba/Kibungo,Children with ARI for whom advice or treatment was sought,43.7
4471,DHS,1992,Byumba/Kibungo,Children with diarrhea,30.65
4472,DHS,1992,Byumba/Kibungo,Children with fever for whom advice or treatment was sought,42.8
4473,DHS,1992,Byumba/Kibungo,Children with fever in the last two weeks,47.75
4474,DHS,1992,Byumba/Kibungo,Children with symptoms of ARI,29.549999999999997
4475,DHS,1992,Byumba/Kibungo,DPT 3 vaccination received,88.6
4476,DHS,1992,Byumba/Kibungo,Delivery by cesarean section,1.8333333333333333
4477,DHS,1992,Byumba/Kibungo,Demand for family planning satisfied,35.1
4478,DHS,1992,Byumba/Kibungo,Demand for family planning satisfied by modern methods,25.1
4479,DHS,1992,Byumba/Kibungo,Fully vaccinated (8 basic antigens),82.6
4480,DHS,1992,Byumba/Kibungo,General fertility rate,217.0
4481,DHS,1992,Byumba/Kibungo,Households with electricity,0.4
4482,DHS,1992,Byumba/Kibungo,Infant mortality rate,105.0
4483,DHS,1992,Byumba/Kibungo,Married women currently using any method of contraception,19.4
4484,DHS,1992,Byumba/Kibungo,Married women currently using any modern method of contraception,13.9
4485,DHS,1992,Byumba/Kibungo,Mean ideal number of children for all women,4.1
4486,DHS,1992,Byumba/Kibungo,Measles vaccination received,88.0
4487,DHS,1992,Byumba/Kibungo,Median age at first birth for women age 25-49,21.2
4488,DHS,1992,Byumba/Kibungo,"Median age at first marriage [Men]: 25-49(54,59)",23.7
4489,DHS,1992,Byumba/Kibungo,Median age at first marriage [Women]: 25-49,19.8
4490,DHS,1992,Byumba/Kibungo,Median age at first sexual intercourse [Women]: 25-49,19.3
4491,DHS,1992,Byumba/Kibungo,Median duration of any breastfeeding,25.5
4492,DHS,1992,Byumba/Kibungo,Median duration of exclusive breastfeeding,5.4
4493,DHS,1992,Byumba/Kibungo,Median duration of predominant breastfeeding,5.5
4494,DHS,1992,Byumba/Kibungo,Men with no education,29.8
4495,DHS,1992,Byumba/Kibungo,Men with secondary or higher education,5.9
4496,DHS,1992,Byumba/Kibungo,Neonatal mortality rate,52.0
4497,DHS,1992,Byumba/Kibungo,Place of delivery: Health facility,18.3
4498,DHS,1992,Byumba/Kibungo,Polio 3 vaccination received,88.6
4499,DHS,1992,Byumba/Kibungo,Population using an improved water source,19.7
4500,DHS,1992,Byumba/Kibungo,Population with an improved sanitation facility,0.3
4501,DHS,1992,Byumba/Kibungo,Postneonatal mortality rate,53.0
4502,DHS,1992,Byumba/Kibungo,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",9.2
4503,DHS,1992,Byumba/Kibungo,Total fertility rate 15-49,6.4
4504,DHS,1992,Byumba/Kibungo,Total wanted fertility rate,4.5
4505,DHS,1992,Byumba/Kibungo,Treatment of diarrhea: Either ORS or RHF,37.45
4506,DHS,1992,Byumba/Kibungo,Under-five mortality rate,195.0
4507,DHS,1992,Byumba/Kibungo,Unmet need for family planning,35.9
4508,DHS,1992,Byumba/Kibungo,Women who want no more children,33.587500000000006
4509,DHS,1992,Byumba/Kibungo,Women with no education,39.9
4510,DHS,1992,Byumba/Kibungo,Women with secondary or higher education,5.3
4511,DHS,1992,Cyangugu,Antenatal care from a skilled provider,90.93333333333334
4512,DHS,1992,Cyangugu,Antenatal visits for pregnancy: 4+ visits,14.366666666666667
4513,DHS,1992,Cyangugu,Assistance during delivery from a skilled provider,18.96666666666667
4514,DHS,1992,Cyangugu,BCG vaccination received,97.3
4515,DHS,1992,Cyangugu,Child mortality rate,73.0
4516,DHS,1992,Cyangugu,Children stunted,55.5
4517,DHS,1992,Cyangugu,Children underweight,18.0
4518,DHS,1992,Cyangugu,Children wasted,2.0
4519,DHS,1992,Cyangugu,Children with ARI for whom advice or treatment was sought,43.8
4520,DHS,1992,Cyangugu,Children with diarrhea,20.35
4521,DHS,1992,Cyangugu,Children with fever for whom advice or treatment was sought,46.05
4522,DHS,1992,Cyangugu,Children with fever in the last two weeks,47.15
4523,DHS,1992,Cyangugu,Children with symptoms of ARI,43.85
4524,DHS,1992,Cyangugu,DPT 3 vaccination received,90.6
4525,DHS,1992,Cyangugu,Delivery by cesarean section,1.866666666666667
4526,DHS,1992,Cyangugu,Demand for family planning satisfied,28.2
4527,DHS,1992,Cyangugu,Demand for family planning satisfied by modern methods,16.6
4528,DHS,1992,Cyangugu,Fully vaccinated (8 basic antigens),86.5
4529,DHS,1992,Cyangugu,General fertility rate,225.0
4530,DHS,1992,Cyangugu,Households with electricity,0.2
4531,DHS,1992,Cyangugu,Infant mortality rate,78.0
4532,DHS,1992,Cyangugu,Married women currently using any method of contraception,16.2
4533,DHS,1992,Cyangugu,Married women currently using any modern method of contraception,9.5
4534,DHS,1992,Cyangugu,Mean ideal number of children for all women,4.9
4535,DHS,1992,Cyangugu,Measles vaccination received,89.2
4536,DHS,1992,Cyangugu,Median age at first birth for women age 25-49,20.8
4537,DHS,1992,Cyangugu,"Median age at first marriage [Men]: 25-49(54,59)",23.4
4538,DHS,1992,Cyangugu,Median age at first marriage [Women]: 25-49,19.2
4539,DHS,1992,Cyangugu,Median age at first sexual intercourse [Women]: 25-49,18.7
4540,DHS,1992,Cyangugu,Median duration of any breastfeeding,27.1
4541,DHS,1992,Cyangugu,Median duration of exclusive breastfeeding,4.1
4542,DHS,1992,Cyangugu,Median duration of predominant breastfeeding,6.8
4543,DHS,1992,Cyangugu,Men with no education,28.3
4544,DHS,1992,Cyangugu,Men with secondary or higher education,0.0
4545,DHS,1992,Cyangugu,Neonatal mortality rate,43.0
4546,DHS,1992,Cyangugu,Place of delivery: Health facility,18.96666666666667
4547,DHS,1992,Cyangugu,Polio 3 vaccination received,90.6
4548,DHS,1992,Cyangugu,Population using an improved water source,21.4
4549,DHS,1992,Cyangugu,Population with an improved sanitation facility,0.9
4550,DHS,1992,Cyangugu,Postneonatal mortality rate,35.0
4551,DHS,1992,Cyangugu,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",7.7
4552,DHS,1992,Cyangugu,Total fertility rate 15-49,7.5
4553,DHS,1992,Cyangugu,Total wanted fertility rate,4.8
4554,DHS,1992,Cyangugu,Treatment of diarrhea: Either ORS or RHF,42.8
4555,DHS,1992,Cyangugu,Under-five mortality rate,145.0
4556,DHS,1992,Cyangugu,Unmet need for family planning,41.3
4557,DHS,1992,Cyangugu,Women who want no more children,31.099999999999998
4558,DHS,1992,Cyangugu,Women with no education,38.5
4559,DHS,1992,Cyangugu,Women with secondary or higher education,5.0
4560,DHS,1992,Cyangugu/Ginkongoro,Antenatal care from a skilled provider,93.5
4561,DHS,1992,Cyangugu/Ginkongoro,Antenatal visits for pregnancy: 4+ visits,18.133333333333333
4562,DHS,1992,Cyangugu/Ginkongoro,Assistance during delivery from a skilled provider,19.7
4563,DHS,1992,Cyangugu/Ginkongoro,BCG vaccination received,98.5
4564,DHS,1992,Cyangugu/Ginkongoro,Child mortality rate,76.0
4565,DHS,1992,Cyangugu/Ginkongoro,Children stunted,59.9
4566,DHS,1992,Cyangugu/Ginkongoro,Children underweight,20.6
4567,DHS,1992,Cyangugu/Ginkongoro,Children wasted,2.5
4568,DHS,1992,Cyangugu/Ginkongoro,Children with ARI for whom advice or treatment was sought,40.65
4569,DHS,1992,Cyangugu/Ginkongoro,Children with diarrhea,20.6
4570,DHS,1992,Cyangugu/Ginkongoro,Children with fever for whom advice or treatment was sought,43.7
4571,DHS,1992,Cyangugu/Ginkongoro,Children with fever in the last two weeks,47.55
4572,DHS,1992,Cyangugu/Ginkongoro,Children with symptoms of ARI,46.3
4573,DHS,1992,Cyangugu/Ginkongoro,DPT 3 vaccination received,93.2
4574,DHS,1992,Cyangugu/Ginkongoro,Delivery by cesarean section,2.1666666666666665
4575,DHS,1992,Cyangugu/Ginkongoro,Demand for family planning satisfied,37.6
4576,DHS,1992,Cyangugu/Ginkongoro,Demand for family planning satisfied by modern methods,23.4
4577,DHS,1992,Cyangugu/Ginkongoro,Fully vaccinated (8 basic antigens),90.1
4578,DHS,1992,Cyangugu/Ginkongoro,General fertility rate,200.0
4579,DHS,1992,Cyangugu/Ginkongoro,Households with electricity,0.6
4580,DHS,1992,Cyangugu/Ginkongoro,Infant mortality rate,84.0
4581,DHS,1992,Cyangugu/Ginkongoro,Married women currently using any method of contraception,20.8
4582,DHS,1992,Cyangugu/Ginkongoro,Married women currently using any modern method of contraception,12.9
4583,DHS,1992,Cyangugu/Ginkongoro,Mean ideal number of children for all women,4.6
4584,DHS,1992,Cyangugu/Ginkongoro,Measles vaccination received,93.2
4585,DHS,1992,Cyangugu/Ginkongoro,Median age at first birth for women age 25-49,21.7
4586,DHS,1992,Cyangugu/Ginkongoro,"Median age at first marriage [Men]: 25-49(54,59)",24.0
4587,DHS,1992,Cyangugu/Ginkongoro,Median age at first marriage [Women]: 25-49,20.2
4588,DHS,1992,Cyangugu/Ginkongoro,Median age at first sexual intercourse [Women]: 25-49,19.6
4589,DHS,1992,Cyangugu/Ginkongoro,Median duration of any breastfeeding,26.5
4590,DHS,1992,Cyangugu/Ginkongoro,Median duration of exclusive breastfeeding,5.1
4591,DHS,1992,Cyangugu/Ginkongoro,Median duration of predominant breastfeeding,5.9
4592,DHS,1992,Cyangugu/Ginkongoro,Men with no education,26.2
4593,DHS,1992,Cyangugu/Ginkongoro,Men with secondary or higher education,3.6
4594,DHS,1992,Cyangugu/Ginkongoro,Neonatal mortality rate,54.0
4595,DHS,1992,Cyangugu/Ginkongoro,Place of delivery: Health facility,20.0
4596,DHS,1992,Cyangugu/Ginkongoro,Polio 3 vaccination received,93.2
4597,DHS,1992,Cyangugu/Ginkongoro,Population using an improved water source,19.3
4598,DHS,1992,Cyangugu/Ginkongoro,Population with an improved sanitation facility,0.7
4599,DHS,1992,Cyangugu/Ginkongoro,Postneonatal mortality rate,30.0
4600,DHS,1992,Cyangugu/Ginkongoro,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",8.6
4601,DHS,1992,Cyangugu/Ginkongoro,Total fertility rate 15-49,6.5
4602,DHS,1992,Cyangugu/Ginkongoro,Total wanted fertility rate,4.5
4603,DHS,1992,Cyangugu/Ginkongoro,Treatment of diarrhea: Either ORS or RHF,35.1
4604,DHS,1992,Cyangugu/Ginkongoro,Under-five mortality rate,154.0
4605,DHS,1992,Cyangugu/Ginkongoro,Unmet need for family planning,34.6
4606,DHS,1992,Cyangugu/Ginkongoro,Women who want no more children,28.65
4607,DHS,1992,Cyangugu/Ginkongoro,Women with no education,38.9
4608,DHS,1992,Cyangugu/Ginkongoro,Women with secondary or higher education,6.5
4609,DHS,1992,Gikongoro,Antenatal care from a skilled provider,96.2
4610,DHS,1992,Gikongoro,Antenatal visits for pregnancy: 4+ visits,22.2
4611,DHS,1992,Gikongoro,Assistance during delivery from a skilled provider,20.5
4612,DHS,1992,Gikongoro,BCG vaccination received,100.0
4613,DHS,1992,Gikongoro,Child mortality rate,81.0
4614,DHS,1992,Gikongoro,Children stunted,64.5
4615,DHS,1992,Gikongoro,Children underweight,23.3
4616,DHS,1992,Gikongoro,Children wasted,3.1
4617,DHS,1992,Gikongoro,Children with ARI for whom advice or treatment was sought,37.400000000000006
4618,DHS,1992,Gikongoro,Children with diarrhea,21.0
4619,DHS,1992,Gikongoro,Children with fever for whom advice or treatment was sought,40.9
4620,DHS,1992,Gikongoro,Children with fever in the last two weeks,48.1
4621,DHS,1992,Gikongoro,Children with symptoms of ARI,49.25
4622,DHS,1992,Gikongoro,DPT 3 vaccination received,96.5
4623,DHS,1992,Gikongoro,Delivery by cesarean section,2.566666666666667
4624,DHS,1992,Gikongoro,Demand for family planning satisfied,47.6
4625,DHS,1992,Gikongoro,Demand for family planning satisfied by modern methods,30.5
4626,DHS,1992,Gikongoro,Fully vaccinated (8 basic antigens),94.8
4627,DHS,1992,Gikongoro,General fertility rate,177.0
4628,DHS,1992,Gikongoro,Households with electricity,0.9
4629,DHS,1992,Gikongoro,Infant mortality rate,92.0
4630,DHS,1992,Gikongoro,Married women currently using any method of contraception,25.4
4631,DHS,1992,Gikongoro,Married women currently using any modern method of contraception,16.3
4632,DHS,1992,Gikongoro,Mean ideal number of children for all women,4.3
4633,DHS,1992,Gikongoro,Measles vaccination received,98.3
4634,DHS,1992,Gikongoro,Median age at first birth for women age 25-49,22.7
4635,DHS,1992,Gikongoro,"Median age at first marriage [Men]: 25-49(54,59)",24.6
4636,DHS,1992,Gikongoro,Median age at first marriage [Women]: 25-49,21.3
4637,DHS,1992,Gikongoro,Median age at first sexual intercourse [Women]: 25-49,20.4
4638,DHS,1992,Gikongoro,Median duration of any breastfeeding,26.1
4639,DHS,1992,Gikongoro,Median duration of exclusive breastfeeding,5.4
4640,DHS,1992,Gikongoro,Median duration of predominant breastfeeding,5.4
4641,DHS,1992,Gikongoro,Men with no education,23.6
4642,DHS,1992,Gikongoro,Men with secondary or higher education,7.9
4643,DHS,1992,Gikongoro,Neonatal mortality rate,66.0
4644,DHS,1992,Gikongoro,Place of delivery: Health facility,21.2
4645,DHS,1992,Gikongoro,Polio 3 vaccination received,96.5
4646,DHS,1992,Gikongoro,Population using an improved water source,17.2
4647,DHS,1992,Gikongoro,Population with an improved sanitation facility,0.6
4648,DHS,1992,Gikongoro,Postneonatal mortality rate,26.0
4649,DHS,1992,Gikongoro,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",9.6
4650,DHS,1992,Gikongoro,Total fertility rate 15-49,5.7
4651,DHS,1992,Gikongoro,Total wanted fertility rate,4.2
4652,DHS,1992,Gikongoro,Treatment of diarrhea: Either ORS or RHF,26.200000000000003
4653,DHS,1992,Gikongoro,Under-five mortality rate,165.0
4654,DHS,1992,Gikongoro,Unmet need for family planning,28.0
4655,DHS,1992,Gikongoro,Women who want no more children,34.1
4656,DHS,1992,Gikongoro,Women with no education,39.3
4657,DHS,1992,Gikongoro,Women with secondary or higher education,7.9
4658,DHS,1992,Gisenyi,Antenatal care from a skilled provider,96.76666666666667
4659,DHS,1992,Gisenyi,Antenatal visits for pregnancy: 4+ visits,5.933333333333334
4660,DHS,1992,Gisenyi,Assistance during delivery from a skilled provider,19.866666666666664
4661,DHS,1992,Gisenyi,BCG vaccination received,93.9
4662,DHS,1992,Gisenyi,Child mortality rate,92.0
4663,DHS,1992,Gisenyi,Children stunted,61.6
4664,DHS,1992,Gisenyi,Children underweight,20.8
4665,DHS,1992,Gisenyi,Children wasted,2.3
4666,DHS,1992,Gisenyi,Children with ARI for whom advice or treatment was sought,43.3
4667,DHS,1992,Gisenyi,Children with diarrhea,26.85
4668,DHS,1992,Gisenyi,Children with fever for whom advice or treatment was sought,42.099999999999994
4669,DHS,1992,Gisenyi,Children with fever in the last two weeks,42.5
4670,DHS,1992,Gisenyi,Children with symptoms of ARI,28.95
4671,DHS,1992,Gisenyi,DPT 3 vaccination received,92.9
4672,DHS,1992,Gisenyi,Delivery by cesarean section,1.0333333333333334
4673,DHS,1992,Gisenyi,Demand for family planning satisfied,34.1
4674,DHS,1992,Gisenyi,Demand for family planning satisfied by modern methods,21.1
4675,DHS,1992,Gisenyi,Fully vaccinated (8 basic antigens),82.8
4676,DHS,1992,Gisenyi,General fertility rate,248.0
4677,DHS,1992,Gisenyi,Households with electricity,1.3
4678,DHS,1992,Gisenyi,Infant mortality rate,96.0
4679,DHS,1992,Gisenyi,Married women currently using any method of contraception,20.6
4680,DHS,1992,Gisenyi,Married women currently using any modern method of contraception,12.8
4681,DHS,1992,Gisenyi,Mean ideal number of children for all women,4.6
4682,DHS,1992,Gisenyi,Measles vaccination received,84.8
4683,DHS,1992,Gisenyi,Median age at first birth for women age 25-49,21.1
4684,DHS,1992,Gisenyi,"Median age at first marriage [Men]: 25-49(54,59)",21.3
4685,DHS,1992,Gisenyi,Median age at first marriage [Women]: 25-49,19.5
4686,DHS,1992,Gisenyi,Median age at first sexual intercourse [Women]: 25-49,19.5
4687,DHS,1992,Gisenyi,Median duration of any breastfeeding,27.0
4688,DHS,1992,Gisenyi,Median duration of exclusive breastfeeding,5.8
4689,DHS,1992,Gisenyi,Median duration of predominant breastfeeding,6.4
4690,DHS,1992,Gisenyi,Men with no education,30.0
4691,DHS,1992,Gisenyi,Men with secondary or higher education,6.8
4692,DHS,1992,Gisenyi,Neonatal mortality rate,47.0
4693,DHS,1992,Gisenyi,Place of delivery: Health facility,19.8
4694,DHS,1992,Gisenyi,Polio 3 vaccination received,92.9
4695,DHS,1992,Gisenyi,Population using an improved water source,32.3
4696,DHS,1992,Gisenyi,Population with an improved sanitation facility,1.0
4697,DHS,1992,Gisenyi,Postneonatal mortality rate,50.0
4698,DHS,1992,Gisenyi,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",5.5
4699,DHS,1992,Gisenyi,Total fertility rate 15-49,7.8
4700,DHS,1992,Gisenyi,Total wanted fertility rate,5.5
4701,DHS,1992,Gisenyi,Treatment of diarrhea: Either ORS or RHF,41.650000000000006
4702,DHS,1992,Gisenyi,Under-five mortality rate,179.0
4703,DHS,1992,Gisenyi,Unmet need for family planning,39.9
4704,DHS,1992,Gisenyi,Women who want no more children,31.142857142857142
4705,DHS,1992,Gisenyi,Women with no education,50.3
4706,DHS,1992,Gisenyi,Women with secondary or higher education,4.2
4707,DHS,1992,Gitarama,Antenatal care from a skilled provider,96.66666666666667
4708,DHS,1992,Gitarama,Antenatal visits for pregnancy: 4+ visits,10.566666666666666
4709,DHS,1992,Gitarama,Assistance during delivery from a skilled provider,36.46666666666666
4710,DHS,1992,Gitarama,BCG vaccination received,98.1
4711,DHS,1992,Gitarama,Child mortality rate,50.0
4712,DHS,1992,Gitarama,Children stunted,53.0
4713,DHS,1992,Gitarama,Children underweight,21.7
4714,DHS,1992,Gitarama,Children wasted,4.1
4715,DHS,1992,Gitarama,Children with ARI for whom advice or treatment was sought,38.5
4716,DHS,1992,Gitarama,Children with diarrhea,23.1
4717,DHS,1992,Gitarama,Children with fever for whom advice or treatment was sought,42.85
4718,DHS,1992,Gitarama,Children with fever in the last two weeks,42.5
4719,DHS,1992,Gitarama,Children with symptoms of ARI,32.65
4720,DHS,1992,Gitarama,DPT 3 vaccination received,90.4
4721,DHS,1992,Gitarama,Delivery by cesarean section,1.5666666666666664
4722,DHS,1992,Gitarama,Demand for family planning satisfied,36.0
